id,name
1992,"Late Shri Bapuraoji Deshmukh College of Architechure, Sewagram, Wardha"
1993,"Late Bhausaheb Hiray SS Trust's, College of Architecture, Bandra"
2055,"Lakshmi Chand Rajani College of Engineering and Technology, Thiruvallur"
2078,"Lumbini Group of Institutions, Hyderabad"
2178,"Lakshmi Narain College of Technology, Bhopal"
2179,"Lakshmi Narain College of Technology, Jabalpur"
2180,"Lakshmi Bai Sahuji Institute of Engineering and Technology, Jabalpur"
2197,"LBS College of Engineering, Kasaragod"
2302,"LR Institute of Engineering and Technology, Solan"
2318,"LJ Institute of Engineering and Technology, Ahmedabad"
2342,"Lakhmi Chand Institute of Technology, Bilaspur"
2348,"Loknayak Jai Prakash Institute of Technology, Chhapra"
2471,"Lord Krishna College of Engineering, Ghaziabad"
2495,"LD College of Engineering, Ahmedabad"
3908,"Lukhdhirji Engineering College, Morbi"
3909,"Ludhiana Group of Colleges, Ludhiana"
3910,"Ludhiana College of Engineering and Technology, Ludhiana"
3911,"Lucknow Model Institute of Technology and Management, Lucknow"
3912,"Lucknow Institute of Technology, Lucknow"
3913,"Loyola-ICAM College of Engineering and Technology, Chennai"
3914,"Loyola Institute of Technology and Management, Guntur"
3915,"Loyola Institute of Technology and Science, Kanyakumari"
3916,"Loyola Institute of Technology, Chennai"
3917,"Lourdes Matha College of Science and Technology, Thiruvananthapuram"
3918,"Lords Institute of Engineering and Technology, Hyderabad"
3919,"Lord Venkateshwaraa Engineering College, Kancheepuram"
3920,"Lord Krishna College of Technology, Indore"
3921,"Lord Jegannath College of Engineering and Technology, Kanyakumari"
3922,"Lord Ayyappa Institute of Engineering and Technology, Kancheepuram"
3923,"Lokmanya Tilak College of Engineering, Navi Mumbai"
3924,"Lingayas Institute of Management and Technology, Vijayawada"
3925,"Lingarajappa Engineering College, Bidar"
3926,"Lenora College of Engineering, Ramachandrapuram"
20,"Mulshi Institute of Technology and Research, Pune"
32,"MVR College of Engineering, Visakhapatnam"
47,"MIT University, Shillong"
59,"Manav Bharti University, Solan"
74,"Maharana Pratap Mangla Devi Institute of Computer Science Technology and Management, Gorakhpur"
75,"Madan Mohan Malaviya University of Technology, Gorakhpur"
77,"Mizoram University, Aizawl"
89,"MATS University, Raipur"
124,"Mewar University, Chittorgarh"
148,Motilal Nehru National Institute of Technology Allahabad Prayagraj
152,Maulana Azad National Institute of Technology Bhopal
163,"Maulana Abul Kalam Azad University of Technology, Kolkata"
208,"Mithra Institute of Technology, Srikakulam"
209,"Matrix Institute of Technology, Hyderabad"
210,"Mahavir Educational and Charitable Trust Group of Institutes- College of Engineering, Mansa"
211,"Maharishi Markandeshwar University, Solan"
212,"Maa Kaila Devi Institute of Information Technology, Gwalior"
223,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly"
233,"MVN University, Palwal"
235,"Maharaja Sayajirao University of Baroda, Vadodara"
266,"Mary Matha College of Engineering and Technology, Thiruvananthapuram"
282,"Manipal University, Jaipur"
290,"Priyadarshini Institute of Science and Technology for Women, Khammam"
292,"Mody University of Science and Technology, Lakshmangarh"
294,"Moula Ali College of Engineering and Technology, Anantapur"
295,"Marconi Institute of Technology, Ranga Reddy"
307,"Marathwada Shikshan Prasarak Mandal's Faculty of Engineering, Aurangabad"
321,"Maharishi Markandeshwar University, Ambala"
334,"Mahatma Jyoti Rao Phoole University, Jaipur"
355,"Mangalayatan University, Aligarh"
356,"Monad University, Hapur"
402,"Magnus School of Business, Hyderabad"
403,"National Institute of Agricultural Extension Management, Hyderabad"
422,"MATS Institute of Management and Entrepreneurship, Bangalore"
423,"Mount Carmel Institute of Management, Bangalore"
424,"MS Ramaiah Institute of Management, Bangalore"
466,"Maharishi Markandeshwar Deemed to be University, Mullana"
473,"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar"
518,"MERC Institute of Management, Pune"
520,"Management Development Institute, Gurgaon"
525,"Maharishi Institute of Management, Noida"
532,"Management and Commerce Institute of Global Synergy, Ajmer"
538,"MKM Indian Institute of Management, Jaipur"
580,"Myra School of Business, Mysore"
582,Malaviya National Institute of Technology Jaipur
594,"MICA, Ahmedabad"
599,"Manorama School of Communication, Kottayam"
600,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal"
633,"Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya, Chitrakoot"
646,"MITCON Institute of Management, Pune"
1,"North Eastern Regional Institute of Science and Technology, Nirjuli"
3,National Institute of Technology Uttarakhand
6,"Noida International University, Greater Noida"
18,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur"
25,"Nightingale Institute of Technology, Coimbatore"
55,"NIMS University, Jaipur"
58,"The NorthCap University, Gurgaon"
127,National Institute of Technology Manipur
128,National Institute of Technology Goa
129,National Institute of Technology Sikkim
130,National Institute of Technology Puducherry Karaikal
131,National Institute of Technology Nagaland
132,National Institute of Technology Mizoram
133,National Institute of Technology Warangal
134,National Institute of Technology Tiruchirappalli
135,National Institute of Technology Delhi
136,National Institute of Technology Arunachal Pradesh
138,National Institute of Technology Srinagar
139,National Institute of Technology Silchar
140,National Institute of Technology Karnataka Surathkal
141,National Institute of Technology Rourkela
142,National Institute of Technology Raipur
143,National Institute of Technology Patna
145,National Institute of Technology Kurukshetra
146,National Institute of Technology Jamshedpur
147,Dr B R Ambedkar National Institute of Technology Jalandhar
149,National Institute of Technology Hamirpur
150,National Institute of Technology Durgapur
151,National Institute of Technology Calicut
153,National Institute of Technology Agartala
202,"Nova College of Engineering and Technology for Women, Vijayawada"
203,"Noorul Islam Centre For Higher Education, Kanyakumari"
204,"New-Tech Institute of Engineering and Technology, Dewas"
205,"New Netaji Institute of Technology, Nalgonda"
206,"Narsee Monjee Institute of Management Studies, Mumbai"
207,"Narsapur Institute of Technology, Narsapur"
276,"Nagar Yuvak Shikshak Sanstha, NYSS College of Engineering and Research, Nagpur"
287,"NCR Technical Campus, Aligarh"
305,"Navrachana University, Vadodara"
320,"National Institute of Food Technology Entrepreneurship and Management, Sonepat"
323,"NIILM University, Kaithal"
361,"National Dairy Research Institute, Karnal"
366,"Nova's Institute of Technology for Women, Eluru"
403,"National Institute of Agricultural Extension Management, Hyderabad"
445,"University of North Bengal, Siliguri"
464,"NSB - NIILM School of Business, Delhi"
483,Indian Institute of Management Mumbai
487,"NIMT Institute of Technology and Management, Ghaziabad"
489,"NIMT B-School Global, Ghaziabad"
491,"NIILM Centre for Management Studies, Greater Noida"
45,"Odisha University of Agriculture and Technology, Bhubaneswar"
100,"Osmania University, Hyderabad"
201,"OP Jindal University, Raigarh"
289,"Oriental University, Indore"
592,"Oasis Institute of Health Sciences and Research Centre, Pune"
666,"OP Jindal Global University, Sonipat"
1219,"Orient Flight School, Auroville"
1297,"Oriental School of Business, Navi Mumbai"
1383,"OPJS University, Rajgarh"
1526,"Oyster College of Nursing, Aurangabad"
2050,"Oxford College of Engineering, Tiruvannamalai"
2152,"OmDayal Group of Institutions, Howrah"
2174,"Oriental Institute of Science and Technology, Jabalpur"
2803,"Oriental College of Technology, Bhopal"
3602,"Oxford Engineering College, Tiruchirappalli"
3603,"Oxford College of Engineering and Management, Bhubaneswar"
3605,"Oriental Institute of Science and Technology, Bhopal"
3606,"Oriental Engineering College, Jabalpur"
3607,"Om Shanti Engineering College, Rajkot"
3608,"Om Sai Institute of Technology And Science, Bagpat"
3609,"Om Institute of Technology and Management, Hisar"
3610,"Om Engineering College, Junagadh"
3611,"Om College of Engineering, Wardha"
3612,"Ojaswini Institute of Management and Technology, Damoh"
3613,"Odaiyappa College of Engineering and Technology, Theni"
3614,"OASYS Institute of Technology, Tiruchirappalli"
4651,"Odisha University of Technology and Research, Bhubaneswar"
5238,"Om Institute of Technology, Shahera"
5432,"Orissa Engineering College, Jatni"
5638,"Om Kothari Institute of Management and Research, Kota"
5856,"Osmania Medical College, Hyderabad"
6384,"ODM Business School, Bhubaneswar"
6512,"Oriental School of Hotel Management, Lakkidi"
6587,"Osmania University College For Women, Hyderabad"
6846,"Omega College of Pharmacy, Ghatkesar"
7241,"Omega PG College, Ghatkesar"
7431,"OAA-MAVMM School of Management, Madurai"
7766,"Oxford College of Pharmacy, Ghaziabad"
7878,"Oyster Institute of Pharmacy, Aurangabad"
7888,"Oriental College of Pharmacy, Navi Mumbai"
8160,"Omkarananda Institute of Management and Technology, Rishikesh"
8243,"Oracle Institute of Management and Information Technology, Ballia"
8291,"Green Heaven Institute of Management and Research, Nagpur"
8729,"Oriental College of Commerce and Management, Mumbai"
9009,"Om Bio Sciences and Pharma College, Haridwar"
9133,"Om Bio Science and Management College, Haridwar"
9466,"Osmania College, Kurnool"
9552,"Oriental Institute of Management, Navi Mumbai"
9689,"Oriental College of Management, Bhopal"
9747,"Oxbridge College of Pharmacy, Bangalore"
24,"PMR Institute of Technology, Thiruvallur"
37,"PES University, Bangalore"
198,"Punjab Engineering College, Chandigarh"
199,"Princeton Institute of Engineering and Technology, Ghatkesar"
268,PDPM Indian Institute of Information Technology Design and Manufacturing Jabalpur
290,"Priyadarshini Institute of Science and Technology for Women, Khammam"
296,"Ponnur Engineering College, Ponnur"
297,"Prasad Institute of Technology and Science, Krishna"
324,"Ponnaiyah Ramajayam Institute of Science and Technology, Thanjavur"
335,"Pacific University, Udaipur"
336,"Pratap University, Jaipur"
350,"Peoples University, Bhopal"
373,"Prienceton College of Engineering and Technology , Ghatkesar"
425,"Prin LN Welingkar Institute of Management Development and Research, Bangalore"
442,"Pondicherry University, Puducherry"
498,"Pillai's Institute of Management, Navi Mumbai"
618,"Pravara Institute of Medical Sciences, Loni"
640,"Praxis Business School, Kolkata"
658,"Park Global School of Business Excellence, Coimbatore"
711,"PRIST University, Puducherry Campus"
737,"Periyar Maniammai Institute of Science and Technology, Thanjavur"
744,Postgraduate Institute of Medical Education and Research Chandigarh
755,"Punjab Agricultural University, Ludhiana"
862,"Pondicherry Institute of Hotel Management and Catering Technology, Pondicherry"
874,"Panjab University, Chandigarh"
897,"Punjabi University, Patiala"
914,"Pt Ravishankar Shukla University, Raipur"
922,"Palamuru University, Mahboobnagar"
923,"Princeton PG College, Hyderabad"
933,"Pandit Deendayal Energy University, Gandhinagar"
936,"Pt Deendayal Upadhyay Memorial Health Sciences and Ayush University of Chhattisgarh, Raipur"
1027,"Patna University, Patna"
1028,"Periyar University, Salem"
1032,"Poornima University, Jaipur"
1033,"Potti Sreeramulu Telugu University, Hyderabad"
1035,"Presidency University, Kolkata"
1036,"Pt Sundarlal Sharma Open University, Bilaspur"
1037,"IK Gujral Punjab Technical University, Jalandhar"
1043,"Prathima Institute of Medical Sciences, Karimnagar"
1066,"Pannala Ram Reddy College of Business Management, Hyderabad"
1068,"Punyashlok Ahilyadevi Holkar Solapur University, Solapur"
1296,"Pandit Bhagwat Dayal Sharma University of Health Sciences, Rohtak"
1306,"Pearl Academy, West Delhi Campus, New Delhi"
1325,"People Tree Education Society, Belgaum"
1345,"Presidency University, Bangalore"
1377,"Pacific Medical University, Udaipur"
1378,"Parul University, Vadodara"
1452,"Phulajis Degree College, Adilabad"
1463,"PD Pandey Rajpati Mahavidyalaya, Faizabad"
1467,"Pt Mahadev Shukla Krishak PG College, Basti"
1871,"Quantum University, Roorkee"
3457,"Quest Group of Institutions, Mohali"
3458,"Quba College of Engineering and Technology, Nellore"
3459,"Quantum School of Technology, Roorkee"
3460,"QIS Institute of Technology, Ongole"
3461,"QIS College of Engineering and Technology, Ongole"
5374,"Quantum School of Business, Roorkee"
6857,"QIS College of Pharmacy, Ongole"
7379,"Quaid-E-Millath Government College for Women, Chennai"
13334,"Queen Mary's College, Chennai"
19765,"Quadra Institute of Nursing, Roorkee"
19770,"Quadra Institute of Ayurveda, Roorkee"
25759,"Quli Qutub Shah Government Polytechnic, Hyderabad"
25981,"Qadar Ahmad Khan College of Pharmacy, Lucknow"
26905,"QIS College of Education, Ongole"
31368,QuickStart
32658,"Queen's University, Belfast"
32688,"Queen Mary University of London, London"
32704,QA
44621,"Quazi Ahmad Degree College, Darbhanga"
51163,"Queen's College of Food Technology and Research Foundation, Aurangabad"
53273,"Queen Margaret University, Edinburgh"
53397,"Queensland University of Technology, Brisbane"
53439,"Queens College of Arts and Science for Women, Pudukkottai"
54812,"Queen's University, Kingston"
55647,"Quinnipiac University, Hamden"
58098,"Qingdao University, Qingdao"
59072,Quest International University Malaysia
18,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur"
19,"Rajaram Shinde Degree College of Architecture, Mumbai"
27,"Rajiv Gandhi University of Knowledge Technologies, Basar"
28,"Rajiv Gandhi University of Knowledge Technologies, Nuzvid"
29,"Rajiv Gandhi University of Knowledge Technologies, RK Valley Campus, Kadapa"
52,"Rajiv Gandhi University, Itanagar"
54,"Rajasthan Vidyapeeth Technology College, Udaipur"
62,"RK University, Rajkot"
81,"Rajasthan Technical University, Kota"
82,"Rajasthan University of Health Sciences, Jaipur"
138,National Institute of Technology Srinagar
140,National Institute of Technology Karnataka Surathkal
146,National Institute of Technology Jamshedpur
150,National Institute of Technology Durgapur
154,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal"
197,"Rajoli Veera Reddy Padmaja Engineering College, Cuddapah"
267,"Dr Ram Manohar Lohia Avadh University, Faizabad"
275,"Rohtak Institute of Engineering and Management, Rohtak"
298,"Rajahmundry Engineering College, Rajahmundry"
312,"Rabindranath Tagore College of Engineering For Women, Salem"
319,"Rai University, Ahmedabad"
351,"RKDF University, Bhopal"
352,"Rajiv Gandhi Institute of Petroleum Technology, Amethi"
369,"Rajiv Gandhi Institute of Information Technology, Amethi"
382,"Rai Business School, Bhopal"
399,Indian Institute of Management Shillong
426,"Rai Business School, Bangalore"
427,"RK Institute of Management and Computer Science, Bangalore"
434,"Rajagiri Centre for Business Studies, Cochin"
437,"Rajagiri School of Management, Cochin"
465,"Rai Business School, Delhi"
626,"Rajiv Gandhi National University of Law, Patiala"
632,"Rani Durgavati Vishwavidyalaya, Jabalpur"
671,"Ravenshaw University, Cuttack"
689,"Rabindranath Tagore University, Raisen"
775,"Central Sanskrit University, New Delhi"
776,"National Sanskrit University, Tirupati"
870,"Ranjita Institute of Hotel Management and Catering Technology, Bhubaneswar"
924,"Rayalaseema University, Kurnool"
1004,"Rajasthan University of Veterinary and Animal Sciences, Bikaner"
1005,Rajiv Gandhi National Institute of Youth Development Sriperumbudur
1006,"Dr Rajendra Prasad Central Agricultural University, Samastipur"
1009,"Rajiv Gandhi University of Health Sciences, Bangalore"
1010,"Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya, Gwalior"
1011,"Rashtriya Raksha University, Gandhinagar"
1012,"Ramakrishna Mission Vivekananda Educational and Research Institute, Howrah"
1013,"Ranchi University, Ranchi"
1014,"Rani Channamma University, Belagavi"
1042,"Rabindra Bharati University, Kolkata"
1045,"Raja Mansingh Tomar Music and Arts University, Gwalior"
13,School of Planning and Architecture Vijayawada
17,"Shri PD Patil College of Engineering, Paldhi"
39,"Shree Sathguru Engineering College, Puducherry"
44,"Sambalpur University, Sambalpur"
50,"Shillong Engineering and Management College, Jorabat"
60,"Shoolini University of Biotechnology and Management Sciences, Solan"
71,"Sunder Deep College of Engineering and Technology, Ghaziabad"
76,"Shanmugha Arts Science Technology Research and Academy, Thanjavur"
90,"SD Institute of Technology and Management, Israna"
94,"Shri Venkteshwar Institute of Technology, Indore"
95,"Siksha 'O' Anusandhan, Bhubaneswar"
137,Sardar Vallabhbhai National Institute of Technology Surat
176,"St Peter's Institute of Higher Education and Research, Chennai"
177,"St John's College of Engineering and Technology for Women, Vellore"
178,"SSK college of Engineering and Technology, Coimbatore"
179,"Sri YPR College of Engineering and Technology, Medak"
180,"Sri Venkateswara University, Tirupati"
181,"Sri Vaishnavi College of Engineering, Srikakulam"
183,"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kanchipuram"
184,"Sreeramulu Institute of Technology, Tanuku"
185,"Sparta Institute of Technology and Management, Bhopal"
186,"Symbiosis Institute of Technology, Pune"
187,"Shri Mata Vaishno Devi University, Katra"
188,"Shree Krishna Educational and Charitable Society Groups of Institutions- Faculty of Engineering, Barnala"
189,"Seshachala Institute of Engineering and Technology, Puttur"
190,"SelaQui Academy of Higher Education, Dehradun"
192,"Sant Longowal Institute of Engineering and Technology, Longowal"
193,"Sana College of Engineering Technology and Research Institute, Kodad"
194,"Sakthi Engineering College, Thiruninravur"
195,"Sahasra College of Engineering for Women, Warangal"
196,"SB Institute of Engineering and Technology, Kaithal"
243,"Shivaji University, Kolhapur"
270,"Sir Padampat Singhania University, Udaipur"
271,"Sam Higginbottom Institute of Agriculture Technology and Science, Allahabad"
272,School of Planning and Architecture Delhi
273,School of Planning and Architecture Bhopal
281,"Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir, Srinagar"
285,"Sri Krishnadevaraya University, Anantapur"
288,"Shiv Nadar University, Greater Noida"
299,"Sri Veeravenkata Satyanarayana Engineering College, Ongole"
300,"SV Institute of Engineering and Technology, Moinabad"
303,"SRM Institute of Science and Technology, Vadapalani Campus"
308,"Shree Vidyarthi Sudhar Sangha College of Engineering and Research, Nagpur"
309,"Sant Gadge Baba Amravati University, Amravati"
313,"Surya College of Engineering and Technology, Villupuram"
322,"Sushant University, Gurgaon"
327,"Sri Guru Granth Sahib World University, Fatehgarh Sahib"
337,"Sangam University, Bhilwara"
338,"Shri Jagdishprasad Jhabarmal Tibrewala University, Jhunjhunu"
339,"Singhania University, Jhunjhunu"
30,"TRV College of Engineering and Technology, Mahaboobnagar"
42,"Tapasya Shiksha Samiti, Bhopal"
58,"The NorthCap University, Gurgaon"
72,"Teerthanker Mahaveer University, Moradabad"
125,"Tezpur University, Tezpur"
174,"Thapar Institute of Engineering and Technology, Patiala"
175,"TERI School of Advanced Studies, New Delhi"
314,"The New Royal College of Engineering and Technology, Kancheepuram"
360,"Techno India University, Kolkata"
372,"Tirumala Integrated Campus, Nizamabad"
432,"T A Pai Management Institute, Manipal"
475,"Tolani Institute of Management Studies, Kachchh"
488,"Tata Institute of Social Sciences, Mumbai"
527,"TASMAC, Pune"
540,"Taxila Business School, Jaipur"
625,"The West Bengal National University of Juridical Sciences, Kolkata"
629,"The Tamilnadu Dr Ambedkar Law University, Chennai"
662,"The Assam Kaziranga University, Jorhat"
676,"The West Bengal University of Health Sciences, Kolkata"
680,"Tata Memorial Hospital, Mumbai"
698,"Techno Global University, Sironj"
758,"Tamil Nadu Agricultural University, Coimbatore"
771,"Tata Institute of Fundamental Research, Mumbai"
809,"Tamil Nadu National Law University, Tiruchirappalli"
820,"Tagore Teachers Training College, Jaipur"
925,"Telangana University, Nizamabad"
1047,"Tamil Nadu Physical Education and Sports University, Chennai"
1048,"Tamil Nadu Teachers Education University, Chennai"
1049,"Tamil Nadu Veterinary and Animal Sciences University, Chennai"
1050,"Tamil University, Thanjavur"
1051,"Tamil Nadu Open University, Chennai"
1060,"Thiruvalluvar University, Vellore"
1061,"Tilak Maharashtra Vidyapeeth, Pune"
1062,"Tilka Manjhi Bhagalpur University, Bhagalpur"
1063,"Tripura University, Suryamaninagar"
1064,"Tumkur University, Tumkur"
1203,"Tamil Nadu Dr MGR Medical University, Chennai"
1204,"The Institute of Chartered Accountants of India, New Delhi"
1225,"The Entrepreneurship School, Gurgaon"
1235,"Tej Pal Singh Tyagi Kushal Pal Tyagi Memorial Degree College, Muradnagar"
1240,"The Institutions of Engineers India, Kolkata"
1243,"The Bhopal School of Social Sciences, Bhopal"
1278,"Techno Institute of Management Sciences, Lucknow"
1298,"Telangana State Aviation Academy, Hyderabad"
1310,"Thadomal Shahani Centre for Management, Mumbai"
1366,"Transdisciplinary University, Bangalore"
1393,"The Tamil Nadu Dr J Jayalalithaa Music and Fine Arts University, Chennai"
1394,"Tamil Nadu Dr J Jayalalithaa Fisheries University, Nagapattinam"
1395,"Tantia University, Sri Ganganagar"
1396,"TeamLease Skills University, Vadodara"
47,"MIT University, Shillong"
80,"UPES, Dehradun"
112,Indian Institute of Technology Roorkee
169,"University of Kalyani, Kalyani"
170,"University College of Science, Technology and Agriculture, Kolkata"
171,"University College of Engineering, Thoothukudi"
277,"Uttar Banga Krishi Viswavidyalaya, Pundibari"
341,"University of Engineering and Management, Jaipur"
363,"UKA Tarsadia University, Bardoli"
441,"University of Calicut, Malappuram"
445,"University of North Bengal, Siliguri"
472,"University of Jammu, Jammu"
490,"Universal Business School, Raigad"
541,"Udai Institute of Management Studies, Jaipur"
550,"University of Lucknow, Lucknow"
581,"Uttaranchal Institute of Management, Dehradun"
584,"University of Hyderabad, Hyderabad"
597,"Savitribai Phule Pune University, Pune"
630,"Utkal University, Bhubaneswar"
677,"Uttar Pradesh University of Medical Sciences, Saifai"
763,"University of Agricultural Sciences, Bangalore"
765,"University of Agricultural Sciences, Dharwad"
873,"University of Delhi, Delhi"
878,"University of Calcutta, Kolkata"
880,"University of Madras, Chennai"
881,University of Allahabad Allahabad
886,"University of Kerala, Thiruvananthapuram"
887,"University of Mysore, Mysore"
891,"University of Mumbai, Mumbai"
899,"University of Rajasthan, Jaipur"
902,"University of Burdwan, Bardhaman"
907,"University of Kashmir, Srinagar"
1065,"University of Agricultural Sciences, Raichur"
1072,"University of Gour Banga, Malda"
1073,"University of Horticultural Sciences, Bagalkot"
1076,"University of Kota, Kota"
1079,"University of Patanjali, Haridwar"
1081,"University of Science and Technology, Ri Bhoi"
1099,"UP Rajarshi Tandon Open University, Allahabad"
1100,"Utkal University of Culture, Bhubaneswar"
1105,"Uttarakhand Open University, Haldwani"
1106,"Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry, Bharsar"
1107,"Uttaranchal Sanskrit University, Haridwar"
1108,"Veer Madho Singh Bhandari Uttarakhand Technical University, Dehradun"
1116,"Dr APJ Abdul Kalam Technical University, Lucknow"
1148,"Maharaja Ganga Singh University, Bikaner"
1167,"UP Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go Anusandhan Sansthan, Mathura"
1198,"IQ City Unitedworld School of Business, Kolkata"
1346,"University of Engineering and Management, Kolkata"
1399,"Uttarakhand Ayurved University, Dehradun"
21,"Vellore Institute of Technology, Vellore"
22,"Vinayaka Mission's Research Foundation, Salem"
23,"Vel's Institute of Science Technology and Advanced Studies, Chennai"
31,"Vignan's Foundation for Science Technology and Research, Guntur"
92,"Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology, Chennai"
93,"Veer Bahadur Singh Purvanchal University, Jaunpur"
144,Visvesvaraya National Institute of Technology Nagpur
164,"Vyas Engineering College for Girls, Jodhpur"
165,"Vivekanandha Engineering College for Women, Tiruchengode"
166,"Vishwa Bharathi Institute of Technology and Sciences, Ranga Reddy"
167,"Visaka Engineering College, Visakhapatnam"
168,"Vijetha Institute of Technology and Science, Narsapur"
172,"Veer Surendra Sai University of Technology, Sambalpur"
280,"Vikram University, Ujjain"
301,"Vivekananda's Institute of Engineering and Technology, Ranga Reddy"
342,"Vivekananda Global University, Jaipur"
367,"SVPM's VM Institute of Engineering and Technology, Nagpur"
404,"Vignana Jyothi Institute of Management, Hyderabad"
478,"Vasantraodada Patil Institute of Management Studies and Research, Sangli"
528,"Vaikunth Mehta National Institute of Cooperative Management, Pune"
659,"Vanguard Business School, Bangalore"
678,"Vellore Institute of Technology, Chennai Campus"
769,"Vasantrao Naik Marathwada Krishi Vidyapeeth, Parbhani"
798,"Vishwakarma Global Business School, Pune"
835,"Vidyasagar University, Midnapore"
836,"Visvesvaraya Technological University, Belagavi"
877,Visva Bharati Santiniketan
926,"Vikrama Simhapuri University, Nellore"
983,"Vivekananda Institute of Technological Science, Malkapur"
1092,"Vidya Jyothi Institute of Management and Technology, Kurnool"
1102,"Vinoba Bhave University, Hazaribagh"
1103,"Sikkim Professional University, Sikkim"
1104,"Vijayanagara Sri Krishnadevaraya University, Bellary"
1106,"Veer Chandra Singh Garhwali Uttarakhand University of Horticulture and Forestry, Bharsar"
1108,"Veer Madho Singh Bhandari Uttarakhand Technical University, Dehradun"
1109,"Vardhman Mahaveer Open University, Kota"
1110,"Veer Kunwar Singh University, Ara"
1111,"Veer Narmad South Gujarat University, Surat"
1222,"Value Education, Ahmedabad"
1295,"Valia Chhaganlal Laljibahai College of Commerce and Valia Lilavantiben Chhaganlal College of Arts, Mumbai"
1334,"Vivekananda Institute of Professional Studies Technical Campus, Delhi"
1421,"Vidya International School of Business, Meerut"
1476,"Vidyasthali Mahila Shikshak Prashikshan Mahavidyalaya, Jaipur"
1540,"Vijay Marie School of Nursing, Hyderabad"
1561,"Vidya Sanskar Institute of Science Commerce and Management, Bangalore"
1643,"Venkateshwara Open University, Papum Pare"
1747,"Veermati Viddya Maha Vidyalaya, Sonbhadra"
1763,"VIT-AP University, Amaravati"
1784,"Vaugh Institute of Agricultural Engineering and Technology, Allahabad"
1853,"VIT University, Bhopal"
101,"West Bengal University of Animal and Fishery Sciences, Kolkata"
163,"Maulana Abul Kalam Azad University of Technology, Kolkata"
425,"Prin LN Welingkar Institute of Management Development and Research, Bangalore"
660,"WLC College, Noida"
676,"The West Bengal University of Health Sciences, Kolkata"
1097,"William Carey University, Shillong"
1098,"West Bengal State University, Kolkata"
1199,"Whistling Woods International, Mumbai"
1537,"White Memorial School of Nursing, Attoor"
1576,"WLCI College, New Delhi"
1851,"World University of Design, Sonipat"
2350,"Dr APJ Abdul Kalam Women's Institute of Technology, Darbhanga"
2591,"World Institute of Technology, Gurgaon"
2592,"World College of Technology and Management, Gurgaon"
2593,"Women's Institute of Engineering and Technology, Sitapur"
2594,"West Godavari Institute of Science and Engineering, West Godavari"
2595,"Wellfare Institute of Science Technology and Management, Visakhapatnam"
2596,"Watumull Institute of Engineering and Technology, Ulhasnagar"
2597,"Warangal Institute of Technology and Science, Warangal"
2599,"Walchand Institute of Technology, Solapur"
2600,"Walchand College of Engineering, Sangli"
2601,"Wainganga College of Engineering and Management, Nagpur"
5549,"Prin LN Welingkar Institute of Management Development and Research, Mumbai"
5767,"Welcomgroup Graduate School of Hotel Administration, Manipal University, Manipal"
6941,"Wanless College of Nursing, Miraj"
7471,"Wisdom School of Management, Coimbatore"
7755,"Women's Institute of Technology, Dehradun"
8232,"Western College of Commerce and Business Management, Navi Mumbai"
8315,"Wesley PG College, Secunderabad"
8474,"Wilson College, Mumbai"
9118,"Womens College of Pharmacy, Kolhapur"
10223,"Womens College, Jharsuguda"
10366,"Womens Christian College, Kolkata"
10444,"Waseem Turki Muslim Degree College, Fatehpur"
11045,"Women Polytechnic, Aizawl"
11793,"Women's Polytechnic, Agartala"
12071,"Wainganga Polytechnic, Sakoli"
12281,"Wadiyar Centre for Architecture, Mysuru"
12801,"Welcare College of Nursing, Ernakulam"
12989,"White Memorial College of Nursing, Attoor"
13016,"White Memorial Homoeo Medical College, Kanyakumari"
13250,"Women's Christian College, Nagercoil"
13311,"Westin College of Hotel Management, Hyderabad"
13337,"Women's Christian College, Chennai"
13500,"Warsi Vidhi Mahavidyalaya, Lucknow"
13913,"WMO Arts and Science College, Muttil"
14015,"Women's College, Calcutta"
14189,"Wadihuda Institute of Research and Advanced Studies, Kannur"
14316,"Walchand College of Arts and Science, Solapur"
14347,"White Memorial College of Arts and Science for Women, Thiruvananthapuram"
391,"Xavier Institute of Development Action and Studies, Jabalpur"
395,"XLRI-Xavier School of Management, Jamshedpur"
398,"Xavier Institute of Social Service, Ranchi"
430,"Xavier Institute of Management and Entrepreneurship, Bangalore"
1275,"Xavier Institute of Management and Entrepreneurship, Kochi"
1330,"XIM University, Bhubaneswar"
1780,"Xavier Institute of Management and Entrepreneurship, Chennai"
2590,"Xavier Institute of Engineering, Mumbai"
5430,"Xavier Institute of Management, XIM University, Bhubaneswar"
