College_Name,State,Stream,Degree,Fee,cluster
Maharshi Dayanand University ,9,0,1,-0.3898250191833891,0
"Amity University, Noida ",9,0,1,-0.07760340714481183,0
Chaudhary Charan Singh University ,9,0,1,-0.2715923265203967,0
"SRM University Delhi NCR, Sonepat ",9,0,1,0.26190984726769373,0
"Monad University, Hapur ",9,0,1,-0.3406329064424123,0
Sharda University ,9,0,1,-0.00932766477394533,0
Galgotias University ,9,0,1,-0.2081854280726986,0
"Starex University, Gurgaon ",9,0,1,-0.17087627923615953,0
SunRise University ,9,0,1,-0.17386101114308264,0
"Shobhit University, Meerut ",9,0,1,0.024623660667305224,0
Modern Vidya Niketan ,9,0,1,-0.07760340714481183,0
Noida International University ,9,0,1,-0.17833810900346733,0
"KR Mangalam University, Gurgaon ",9,0,1,0.015669464946535847,0
"Amity University, Greater Noida ",9,0,1,0.015669464946535847,0
IIMT University ,9,0,1,-0.19326176853808297,0
G D Goenka University ,9,0,1,0.1462514858744226,0
Meerut Institute of Technology ,9,0,1,-0.25295640667654545,0
Vishveshwarya Group of Institutions ,9,0,1,-0.2037083302123139,0
Acharya NG Ranga Agricultural University ,1,0,1,-0.3324248936983737,0
Sri Venkateswara Veterinary University ,1,0,1,-0.4088713396644423,0
"Dr. Y.S.R Horticultural University, Tadepalligudem ",1,0,1,-0.21964679859528338,0
S. V. Agricultural College ,1,0,1,-0.37831514676731676,0
K L University ,1,0,1,0.332797230057118,0
Centurion University of Technology and Management ,1,0,1,-0.2081854280726986,0
"Acharya N. G. Ranga Agricultural University, College ",1,0,1,-0.3441772755818835,0
"Maharajah's College, Vizianagaram ",1,0,1,-0.3447369128144316,0
"Visakha Government Degree College for Women, Visakhapatnam ",1,0,1,-0.39155989460428814,0
"Acharya NG Ranga Agricultural University, Agricultural College ",1,0,1,-0.3324248936983737,0
Sri Padmavati Mahila Visvavidyalayam ,1,0,1,-0.36992058827909546,0
"Hindu College, Guntur ",1,0,1,-0.4111098885946346,0
Andhra University ,1,0,1,0.02313129471384366,0
"College of Veterinary Science, Tirupati ",1,0,1,-0.34843051854924895,0
Bharatiya Engineering Science & Technology Innovation University ,1,0,1,0.03432403936480538,0
Indian Institute of Horticultural Research ,16,0,1,-0.39902172437159594,2
"Karnataka Veterinary Animal and Fisheries Sciences University, ",16,0,1,-0.25922434368108405,2
Indian Institute of Plantation Management ,16,0,1,-0.3014583001640463,2
University of Agricultural Sciences ,16,0,1,-0.35107946811664326,2
University of Horticultural Sciences ,16,0,1,-0.23620459884893943,2
Rai Technology University ,16,0,1,0.12759691145615307,2
University of Agricultural and Horticultural Sciences ,16,0,1,-0.34996019365154707,2
University of Agricultural Sciences ,16,0,1,-0.36152602979087417,2
"JSS College of Arts, Commerce and Science ",16,0,1,-0.3894332731206054,2
"Yuvaraja's College, Mysore ",16,0,1,-0.3531314713026529,2
Karnatak University ,16,0,1,-0.4147288760317789,2
University of Mysore ,16,0,1,-0.35443729151193176,2
University of Agricultural Sciences ,16,0,1,-0.35191892396546537,2
"Karnataka Janapada Vishwavidyalaya, Haveri ",16,0,1,-0.42271303388279824,2
Karnataka State Akkamahadevi Women's University ,16,0,1,-0.4283094062082791,2
"University of Mysore, Institute of Development Studies ",16,0,1,-0.3465277519585855,2
"Bengaluru Central University, Bangalore ",16,0,1,-0.4130798116532039,2
National Institute of Agricultural Extension Management ,30,0,1,-0.4133857466736635,1
Indian Institute of Rice Research ,30,0,1,-0.4096548317900096,1
"Loyola Academy Degree and PG College, Secunderabad ",30,0,1,-0.3201128745823158,1
Pioneer Institute of Hotel Management ,30,0,1,-0.15222170481789,1
Regency College of Hotel Management and Catering ,30,0,1,-0.14102896016692826,1
"SR University, Warangal ",30,0,1,0.3178735705225023,1
"Gesto Culinary & Hospitality Academy, Secunderabad ",30,0,1,-0.2828037257457767,1
"R.K. Degree & PG College, Kamareddy ",30,0,1,-0.3533180170468356,1
Professor Jayashankar Telangana State Agricultural University ,30,0,1,-0.25903779793690135,1
John Bauer College of Hotel Management and ,30,0,1,-0.24549457690923768,1
Sri Konda Laxman Telangana State Horticultural University ,30,0,1,-0.37801667357662444,1
Global Institute of Hotel Management ,30,0,1,-0.22684000249096814,1
Malla Reddy University ,30,0,1,0.015669464946535847,1
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,18,0,1,-0.2476920857757098,2
"RKDF University, Bhopal ",18,0,1,-0.2081854280726986,2
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,18,0,1,-0.3289924520054121,2
Rabindranath Tagore University ,18,0,1,-0.22684000249096814,2
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,18,0,1,-0.40741628285981724,2
Madhya Pradesh Bhoj (Open) University ,18,0,1,-0.3933134245996055,2
LNCT University ,18,0,1,-0.2081854280726986,2
"SAGE University, Bhopal ",18,0,1,-0.07760340714481183,2
"SAGE University, Indore ",18,0,1,-0.1149125559813509,2
Sardar Patel University ,18,0,1,-0.20258905574721772,2
Oriental University ,18,0,1,-0.24549457690923768,2
Shri Krishna University ,18,0,1,-0.03656334342461885,2
AKS University ,18,0,1,-0.2119163429563525,2
"ITM University, Gwalior ",18,0,1,0.05297861378307492,2
"Medi-Caps University, Indore ",18,0,1,-0.1149125559813509,2
"Swami Vivekanand University, Sagar ",18,0,1,-0.2287054599327951,2
Pioneer Institute of Professional Studies ,18,0,1,-0.314516502256835,2
Bhabha University ,18,0,1,-0.271610981094815,2
Sarvepalli Radhakrishnan University ,18,0,1,-0.1596835345851978,2
"Renaissance University, Indore ",18,0,1,-0.2081854280726986,2
Madhyanchal Professional University ,18,0,1,-0.24549457690923768,2
"IES University, Bhopal ",18,0,1,-0.2081854280726986,2
P.K. University ,18,0,1,-0.26265678537404563,2
Dr. C.V. Raman University ,18,0,1,-0.17087627923615953,2
Central India Institute of Management Studies ,18,0,1,-0.3891347999299131,2
Cochin University of Science and Technology ,17,0,1,-0.3693049873232926,2
Kerala Veterinary and Animal Sciences University ,17,0,1,-0.027795693448032174,2
Kerala University of Fisheries and Ocean Studies ,17,0,1,-0.13338058465543776,2
Kerala Agricultural University ,17,0,1,-0.35891438937231646,2
"KVASU, College of Veterinary and Animal Sciences ",17,0,1,-0.2596720534671225,2
Mahatma Gandhi University ,17,0,1,-0.4130126551852981,2
Calicut University ,17,0,1,-0.4228622704781444,2
School of Industrial Fisheries ,17,0,1,-0.3693049873232926,2
"NSS College, Manjeri ",17,0,1,-0.4181613177247405,2
Pazhassi Raja NSS College ,17,0,1,-0.4044875146761489,2
"Kerala Agricultural University, College of Agriculture Vellayani, ",17,0,1,-0.34287145537260466,2
"KVASU, College of Veterinary and Animal Sciences ",17,0,1,0.13636456143273976,2
Holy Cross College of Management and Technology ,17,0,1,-0.41152028923183653,2
Kannur University ,17,0,1,-0.3400919237842825,2
"Kerala Veterinary and Animal Sciences University, Distance ",17,0,1,-0.2596720534671225,2
"College of Food Technology, Kerala Veterinary And ",17,0,1,-0.027795693448032174,2
"Banasthali Vidyapith, Jaipur ",27,0,1,0.17796426238548083,1
College of Veterinary and Animal Sciences ,27,0,1,-0.3733157208232205,1
Mahatma Jyoti Rao Phoole University ,27,0,1,-0.12423984319048567,1
Mewar University ,27,0,1,-0.2156472578400064,1
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",27,0,1,-0.37234568295347054,1
"Jagannath University, Jaipur ",27,0,1,-0.17087627923615953,1
"SKN College of Agriculture, Jaipur ",27,0,1,-0.23135440950018935,1
Institute of Hotel Management and Catering ,27,0,1,-0.2081854280726986,1
Madhav University ,27,0,1,-0.24549457690923768,1
Janardan Rai Nagar Rajasthan Vidyapeeth University ,27,0,1,-0.22684000249096814,1
Career Point University ,27,0,1,-0.17087627923615953,1
Institute of Agri Business Management ,27,0,1,-0.10371981133038918,1
"Singhania University, Jhunjhunu ",27,0,1,-0.38726934248808614,1
"Kanoria PG Mahila Mahavidyalaya, Jaipur ",27,0,1,-0.4245784913246252,1
Jaipur National University ,27,0,1,-0.13729804528327436,1
"Tantia University, Sriganganagar ",27,0,1,-0.18953085365442907,1
JECRC University ,27,0,1,-0.09625798156308137,1
SunRise University ,27,0,1,-0.17386101114308264,1
"OPJS University, Churu ",27,0,1,-0.3201128745823158,1
"Mody University, Sikar ",27,0,1,0.2544480175003859,1
Institute of Advanced Studies in Education ,27,0,1,-0.22684000249096814,1
Jayoti Vidyapeeth Women's University ,27,0,1,-0.24549457690923768,1
RNB Global University ,27,0,1,-0.17087627923615953,1
"Apex University, Jaipur ",27,0,1,-0.24549457690923768,1
Suresh Gyan Vihar University ,27,0,1,-0.09625798156308137,1
National Dairy Research Institute ,12,0,1,-0.37533041486039365,2
Panjab University ,12,0,1,-0.3017455806100876,2
Maharshi Dayanand University ,12,0,1,-0.3898250191833891,2
Chandigarh University ,12,0,1,0.20221520912923122,2
Kurukshetra University ,12,0,1,-0.4100353851081423,2
"SRM University Delhi NCR, Sonepat ",12,0,1,0.26190984726769373,2
"PDM University, Bahadurgarh, Bahadurgarh ",12,0,1,-0.043278990215195885,2
"Starex University, Gurgaon ",12,0,1,-0.17087627923615953,2
Modern Vidya Niketan ,12,0,1,-0.07760340714481183,2
"KR Mangalam University, Gurgaon ",12,0,1,0.015669464946535847,2
"NIILM University, Kaithal ",12,0,1,-0.312651044815008,2
G D Goenka University ,12,0,1,0.1462514858744226,2
"Jagannath University, Bahadurgarh ",12,0,1,-0.15222170481789,2
"SGT University, Gurgaon ",12,0,1,0.1742333475018269,2
Geeta Group of Institutions ,12,0,1,-0.3201128745823158,2
"College of Veterinary Sciences, Hisar ",12,0,1,-0.18740423217074634,2
Chaudhary Charan Singh Haryana Agricultural University ,12,0,1,-0.37904267516962925,2
Lala Lajpat Rai University of Veterinary and ,12,0,1,-0.18740423217074634,2
Maharishi Markandeshwar sadopur Campus ,12,0,1,-0.16527990691067865,2
Om Sterling Global University ,12,0,1,-0.18953085365442907,2
"Government Industrial Training Institute Gudha, Jhajjar ",12,0,1,-0.43032410024545226,2
Swami Vivekanand Group Of Institutes ,12,0,1,-0.17087627923615953,2
"Junagadh Agricultural University, Junagadh ",11,0,1,-0.32313491563807545,2
Anand Agricultural University ,11,0,1,-0.329813253279816,2
Sardarkrushinagar Dantiwada Agricultural University ,11,0,1,-0.3336560956099795,2
Rai University ,11,0,1,-0.01940113495981088,2
"BA College of Agriculture, Anand ",11,0,1,-0.021639683890003227,2
"Navsari Agricultural University, Navsari ",11,0,1,-0.2637760598391418,2
Asia Pacific Institute of Management ,11,0,1,-0.09625798156308137,2
Marwadi University ,11,0,1,-0.15222170481789,2
RK University ,11,0,1,-0.20445451318904467,2
Gokul Global University ,11,0,1,-0.3574220234188549,2
Parul Institute of Engineering and Technology ,11,0,1,-0.2635895140949591,2
Noble Group of Institution ,11,0,1,-0.3005255714431328,2
"Lords Institute of Management, Surat ",11,0,1,-0.16348906776652478,2
Cambay Institute of Hospitality Management ,11,0,1,-0.021639683890003227,2
"Swarrnim Startup & Innovation University, Gandhi Nagar ",11,0,1,-0.17087627923615953,2
Parul Institute of Technology ,11,0,1,-0.24549457690923768,2
"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar ",11,0,1,-0.35201219683755675,2
Veer Narmad South Gujarat University ,11,0,1,-0.399096342669269,2
College of Veterinary Science & Animal Husbandry ,11,0,1,-0.28601231254571907,2
"School of Agriculture, Rai University ",11,0,1,-0.01940113495981088,2
"Faculty of Animal Husbandry, Noble Group of ",11,0,1,-0.3005255714431328,2
Punjab Agricultural University ,26,0,1,-0.168003474775746,1
"Khalsa College, Amritsar ",26,0,1,-0.16065357245494782,1
"RIMT University, Gobindgarh ",26,0,1,-0.0037312924484644706,1
Guru Angad Dev Veterinary and Animal Sciences ,26,0,1,0.08228495019417637,1
Panjab University ,26,0,1,-0.3017455806100876,1
Chandigarh University ,26,0,1,0.20221520912923122,1
"CT Institute of Hotel Management, Jalandhar ",26,0,1,-0.2081854280726986,1
Punjab Institute of Management and Technology ,26,0,1,-0.24232329925813184,1
"Guru Kashi University, Bathinda ",26,0,1,-0.288773189559623,1
"DAV University, Jalandhar ",26,0,1,-0.15222170481789,1
Sant Baba Bhag Singh University ,26,0,1,-0.2482927630719781,1
"Rayat Bahra University, Mohali ",26,0,1,-0.17087627923615953,1
Sri Guru Granth Sahib World University ,26,0,1,-0.23803274714192985,1
Global Institute of Management ,26,0,1,-0.24232329925813184,1
"Global Institute, Amritsar ",26,0,1,0.332797230057118,1
CT University ,26,0,1,0.010819275597785769,1
"PCTE Group of Institutes, Ludhiana ",26,0,1,-0.21844544400274685,1
Amritsar Group of Colleges ,26,0,1,0.7472608335673468,1
"CT Group of Institutions, Jalandhar ",26,0,1,-0.25407568114164164,1
"Aryans Group of Colleges, Rajpura ",26,0,1,-0.021639683890003227,1
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",26,0,1,-0.24549457690923768,1
Akal University ,26,0,1,-0.10371981133038918,1
"Modern Group Of Colleges- [MGC], Hoshiarpur ",26,0,1,0.09770855232320162,1
"University of Calcutta, Kolkata ",34,0,1,-0.3831131033076957,1
Uttar Banga Krishi Vishwavidyalaya ,34,0,1,-0.4171166615573174,1
Bidhan Chandra Krishi Viswavidyalaya ,34,0,1,-0.3925672416228747,1
Sister Nivedita University ,34,0,1,0.0007458054119202183,1
"Brainware University, Kolkata ",34,0,1,0.9842149687430901,1
Seacom Skills University ,34,0,1,-0.2081854280726986,1
The Neotia University ,34,0,1,0.060440443550382736,1
"JIS University, Kolkata ",34,0,1,1.028985947346937,1
"Elitte Hotel School (The Hospitality Institute), Kolkata ",34,0,1,-0.33876744900058536,1
National Institute of Hotel Management ,34,0,1,-0.2081854280726986,1
Netaji Subhas Open University ,34,0,1,-0.40219300202270175,1
"University of Kalyani, Kalyani ",34,0,1,-0.3767854716650187,1
"University of North Bengal, Darjeeling ",34,0,1,-0.3972868489506969,1
"Vidyasagar University, Midnapore ",34,0,1,-0.27092076184133906,1
Visva Bharati University ,34,0,1,-0.3940222984274997,1
West Bengal State University ,34,0,1,-0.3611529383025088,1
Falakata Polytechnic ,34,0,1,-0.4287384614198993,1
Krishnath College ,34,0,1,-0.416743570068952,1
Ramakrishna Mission Vivekananda Centenary College Rahara ,34,0,1,-0.4178628445340482,1
"Raiganj University, Raiganj ",34,0,1,-0.2969812023036616,1
Swami Vivekananda University ,34,0,1,0.0007458054119202183,1
Diamond Harbour Government Polytechnic ,34,0,1,-0.4287384614198993,1
"A.P.C. Ray Polytechnic- [APCRP], Kolkata ",34,0,1,-0.428925007164082,1
"Malda Polytechnic, Malda ",34,0,1,-0.4287384614198993,1
"Jiaganj College of Engineering & Technology, Murshidabad ",34,0,1,-0.3089201299313541,1
Orissa University of Agriculture and Technology ,24,0,1,-0.23406305370572209,1
Siksha 'O' Anusandhan University ,24,0,1,0.03432403936480538,1
Institute of Hotel Management Catering Technology & ,24,0,1,-0.35947402660486455,1
Sri Sri University ,24,0,1,0.1085319364006816,1
Centurion University of Technology and Management ,24,0,1,0.12759691145615307,1
College of Agricultural Engineering and Technology ,24,0,1,-0.30073077176173374,1
"Salipur Autonomous College, Cuttack ",24,0,1,-0.40592391690635565,1
"Utkal University, Bhubaneswar ",24,0,1,-0.3965966296972209,1
"College of Veterinary Science and Animal Husbandry, ",24,0,1,-0.3111997189252666,1
Govind Ballabh Pant University of Agriculture and ,33,0,1,-0.27632685750775354,1
Dolphin PG Institute of BioMedical & Natural ,33,0,1,-0.15222170481789,1
Forest Research Institute ,33,0,1,-0.18915776216606367,1
Wildlife Institute of India ,33,0,1,0.5379975486580829,1
Doon Post Graduate College of Agriculture Science ,33,0,1,-0.17087627923615953,1
Doon Business School ,33,0,1,-0.014177854122695411,1
"College of Technology, GB Pant University of ",33,0,1,-0.26020930521036867,1
University of Petroleum and Energy Studies ,33,0,1,2.0788653956071466,1
"Institute of Media Management , Technology & ",33,0,1,-0.17087627923615953,1
"MotherHood University, Roorkee ",33,0,1,-0.14427485611570715,1
"Uttaranchal University, Dehradun ",33,0,1,0.01641564792326663,1
Graphic Era University ,33,0,1,-0.23448837800245864,1
"Quantum University, Roorkee ",33,0,1,-0.17460719411981343,1
Graphic Era Hill University ,33,0,1,0.01641564792326663,1
Shri Guru Ram Rai University ,33,0,1,-0.16527990691067865,1
Himgiri Zee University ,33,0,1,-0.13356713039962045,1
Dev Bhoomi Group of Institutions ,33,0,1,-0.15035624737606304,1
"Tula's Institute, Dehradun ",33,0,1,-0.17833810900346733,1
JB Institute of Technology ,33,0,1,-0.2231090876073142,1
College of Engineering ,33,0,1,-0.17889774623601543,1
Roorkee Institute of Technology ,33,0,1,-0.18953085365442907,1
Roorkee College of Engineering ,33,0,1,-0.17386101114308264,1
BFIT Group of Institutions ,33,0,1,-0.21005088551452555,1
Graphic Era Hill University Bhimtal Campus ,33,0,1,-0.0022389264950029076,1
Phonics Group of Institutions ,33,0,1,-0.24624075988596844,1
Sardar Bhagwan Singh University ,33,0,1,-0.1391635027251013,1
Uttaranchal College of Science & Technology ,33,0,1,-0.2828037257457767,1
Himalayan Institute of Technology ,33,0,1,-0.1149125559813509,1
"Maya Group of Colleges, Dehradun ",33,0,1,-0.11192782407442778,1
Christian Medical College ,29,7,1,-0.2887545349852047,1
Sri Ramachandra Institute of Higher Education and ,29,7,1,0.03432403936480538,1
SRM Institute of Technology ,29,7,1,-0.021639683890003227,1
"Saveetha Medical College, Chennai ",29,7,1,-0.0589488327265423,1
Annamalai University ,29,7,1,0.03230934532763227,1
Madras Medical College ,29,7,1,0.6051540165638531,1
PSG Institute of Medical Sciences and Research ,29,7,1,1.0603256323696297,1
"Sri Ramachandra Medical College, Chennai ",29,7,1,-0.0589488327265423,1
Madras Christian College ,29,7,1,-0.3611529383025088,1
Women's Christian College ,29,7,1,-0.4133857466736635,1
"Saveetha Dental College & Hospital, Chennai ",29,7,1,2.179600097465802,1
"Lady Doak College, Madurai ",29,7,1,-0.37607659783712444,1
Sree Balaji Medical College and Hospital ,29,7,1,0.03432403936480538,1
"Holy Cross College (Autonomous), Tiruchirappalli ",29,7,1,-0.24351719202090108,1
"Vels Institute of Science, Technology & Advanced ",29,7,1,-0.2163934408167372,1
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya ,29,7,1,0.976380047487417,1
"Dr. M.G.R. Educational and Research Institute, Chennai ",29,7,1,-0.07760340714481183,1
"Alagappa University, Karaikudi ",29,7,1,-0.41152028923183653,1
Avinashilingam Institute For Home Science and Higher ,29,7,1,-0.23700674554892504,1
Vinayaka Missions University ,29,7,1,-0.14961006439933225,1
All India Institute of Management Studies ,29,7,1,-0.33876744900058536,1
Dr DY Patil Vidyapeeth ,19,7,1,1.0416710579513602,2
Armed Forces Medical College ,19,7,1,-0.3051892150477002,2
Seth GS Medical College ,19,7,1,-0.18121091346388085,2
Mahatma Gandhi Institute of Medical Sciences ,19,7,1,-0.1514755218411592,2
"Lokmanya Tilak Municipal Medical College-[LTMMC], Mumbai ",19,7,1,-0.26663020972513707,2
Byramjee Jeejeebhoy Government Medical College ,19,7,1,-0.25482186411837243,2
K.J. Somaiya Medical College & Research Centre ,19,7,1,3.392147434653322,2
Dr DY Patil Medical College Hospital and ,19,7,1,6.656697957850491,2
"Government Medical College and Hospital, Aurangabad ",19,7,1,-0.03018347897357067,2
"Government Medical College, Latur ",19,7,1,-0.06331400314041737,2
"MGM Medical College, Navi Mumbai ",19,7,1,-0.07760340714481183,2
"D Y Patil Medical College, Kolhapur ",19,7,1,7.775972422946663,2
"St. Xavier's College, Mumbai ",19,7,1,-0.18953085365442907,2
"Shailesh J. Mehta School of Management, IIT ",19,7,1,-0.3439907298377008,2
"DY Patil University, Navi Mumbai ",19,7,1,1.8065086091004112,2
Narsee Monjee Institute of Management Studies ,19,7,1,0.7879688458628946,2
Mumbai University ,19,7,1,-0.2678800662111611,2
Maharashtra Institute of Medical Education and Research ,19,7,1,3.134807580553294,2
Smt Kashibai Navale Medical College and General ,19,7,1,4.567385623004303,2
Rashtrasant Tukadoji Maharaj Nagpur University ,19,7,1,-0.33119369178676794,2
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,19,7,1,2.6086553090860014,2
Bharati Vidyapeeth Deemed University ,19,7,1,-0.0589488327265423,2
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",19,7,1,-0.37794205527895136,2
Krishna Institute of Medical Sciences University ,19,7,1,-0.04029425830827276,2
Indira Gandhi Government Medical College & Hospital ,19,7,1,-0.11808383363245673,2
MIT World Peace University ,19,7,1,0.12759691145615307,2
Tata Institute of Social Sciences ,19,7,1,-0.19139631109625602,2
Sanjay Gandhi Postgraduate Institute of Medical Sciences ,32,7,1,-0.1604297175619286,1
Banaras Hindu University ,32,7,1,-0.40082002534551714,1
King George's Medical University ,32,7,1,-0.1596835345851978,1
Aligarh Muslim University ,32,7,1,-0.25456070007651665,1
"Era's Lucknow Medical College and Hospital, Lucknow ",32,7,1,5.7612783857735534,1
Institute of Medical Sciences ,32,7,1,-0.24549457690923768,1
Shri Ram Murti Smarak Institute of Medical ,32,7,1,4.61215660160815,1
Jawahar Lal Nehru Medical College ,32,7,1,-0.310990787691782,1
"Amity University, Noida ",32,7,1,-0.11864347086500482,1
"Amity University, Lucknow ",32,7,1,0.2469861877330781,1
Baba Raghav Das Medical College ,32,7,1,-0.2753418959784689,1
Sam Higginbottom University of Agriculture Technology and ,32,7,1,-0.04402517319192667,1
Ewing Christian College ,32,7,1,-0.3014583001640463,1
Teerthanker Mahaveer University ,32,7,1,-0.20631997063087162,1
Mangalayatan University ,32,7,1,-0.24549457690923768,1
Institute of Technology and Science ,32,7,1,-0.111181641097697,1
DAV College ,32,7,1,-0.4008871818134229,1
Chhatrapati Shahu Ji Maharaj University ,32,7,1,-0.3182474171404889,1
University of Lucknow ,32,7,1,-0.2225121412259296,1
Narendra Deva University of Agriculture and Technology ,32,7,1,-0.10371981133038918,1
J.S. University ,32,7,1,-0.392865714813567,1
Institute of Applied Medicines and Research ,32,7,1,-0.17087627923615953,1
Sharda University ,32,7,1,0.029100758527689913,1
Galgotias University ,32,7,1,-0.2081854280726986,1
"Rama University, Kanpur ",32,7,1,-0.17087627923615953,1
"Integral University, Lucknow ",32,7,1,-0.17087627923615953,1
"GLA University, Mathura ",32,7,1,0.07163318820134446,1
Sanskriti University ,32,7,1,-0.24549457690923768,1
All India Institute of Medical Sciences ,9,7,1,-0.4277684235501493,0
Institute of Liver and Biliary Sciences ,9,7,1,-0.17087627923615953,0
Maulana Azad Medical College ,9,7,1,-0.37439768613948016,0
"Jamia Hamdard University, New Delhi ",9,7,1,0.07163318820134446,0
Vardhman Mahavir Medical College ,9,7,1,-0.2790728108621228,0
University College of Medical Sciences ,9,7,1,-0.40799457466678357,0
Lady Hardinge Medical College ,9,7,1,-0.42681704025481754,0
Army College of Medical Science ,9,7,1,1.2729877807379024,0
Pt Bhagwat Dayal Sharma Post Graduate Institute ,9,7,1,-0.38579563110904286,0
Jawaharlal Nehru University ,9,7,1,-0.42688792763760697,0
"Jamia Millia Islamia University-[JMI], New Delhi ",9,7,1,-0.24866585456034349,0
Guru Gobind Singh Indraprastha University ,9,7,1,-0.08469214542375426,0
Maharshi Dayanand University ,9,7,1,-0.32599279643895435,0
"Amity University, Noida ",9,7,1,-0.11864347086500482,0
Hamdard Institute of Medical Sciences and Research ,9,7,1,0.0697677307595175,0
Apeejay Stya University ,9,7,1,0.0537247967598057,0
Indira Gandhi National Open University ,9,7,1,-0.2081854280726986,0
Institute of Technology and Science ,9,7,1,-0.111181641097697,0
"Ashoka University, Sonepat ",9,7,1,-0.2641491513275072,0
"Gurugram University, Gurgaon ",9,7,1,-0.2828037257457767,0
Institute of Applied Medicines and Research ,9,7,1,-0.17087627923615953,0
Sharda University ,9,7,1,0.029100758527689913,0
Galgotias University ,9,7,1,-0.2081854280726986,0
"Amity University, Gurgaon ",9,7,1,-0.03656334342461885,0
Delhi Pharmaceutical Sciences and Research University ,9,7,1,-0.2676935204669784,0
Manav Rachna International Institute of Research and ,9,7,1,0.07536410308499837,0
"Starex University, Gurgaon ",9,7,1,-0.15222170481789,0
SunRise University ,9,7,1,-0.360406755325778,0
"Nehru Homeopathic Medical College & Hospital, New ",9,7,1,-0.42039986665493284,0
Sri Venkateswara Institute of Medical Sciences ,1,7,1,-0.23467492374664134,0
Maharajah's Institute of Medical Sciences ,1,7,1,-0.37607659783712444,0
PES Institute of Medical Sciences and Research ,1,7,1,-0.25836623325784364,0
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences ,1,7,1,0.09028776261961399,0
Alluri Sitarama Raju Academy of Medical Sciences ,1,7,1,2.4061599037756856,0
"Great Eastern Medical School and Hospital, Srikakulam ",1,7,1,-0.16499635737952095,0
"GITAM, Visakhapatnam ",1,7,1,0.3141426556388484,0
Acharya Nagarjuna University ,1,7,1,-0.4126395636969327,0
Centurion University of Technology and Management ,1,7,1,-0.2081854280726986,0
"Risali Institute of Management, Visakhapatnam ",1,7,1,0.05297861378307492,0
Alwar School of Business ,1,7,1,0.10894233703788353,0
Sri Padmavati Mahila Visvavidyalayam ,1,7,1,-0.4096548317900096,0
"GSL Medical College and General Hospital, Rajahmundhry ",1,7,1,8.596773697350523,0
"Katuri Medical College and Hospital, Guntur ",1,7,1,0.12759691145615307,0
Kurnool Medical College ,1,7,1,-0.34565098696092683,0
NRI Medical College ,1,7,1,0.7608264400843124,0
"Narayana Medical College and Hospital, Nellore ",1,7,1,2.3661458416484975,0
"Siddhartha Medical College, Vijayawada ",1,7,1,-0.33839435751221997,0
Thammineni Institute of Medical Science ,1,7,1,-0.34249836388423927,0
Andhra University ,1,7,1,-0.2977273852803924,0
Kasturba Medical College ,16,7,1,0.030593124481151476,2
"St John's Medical College, Bangalore ",16,7,1,2.964771134730767,2
Kasturba Medical College ,16,7,1,0.42607010214846563,2
JSS Medical College and Hospital ,16,7,1,-0.08021504756336957,2
"Ramaiah Medical College, Bangalore ",16,7,1,1.1586352395539103,2
Bangalore Medical College and Research Institute ,16,7,1,-0.3649957806326723,2
KS Hegde Medical Academy ,16,7,1,0.008207635179228033,2
Belagavi Institute of Medical Sciences ,16,7,1,-0.186620740045179,2
"Jawaharlal Nehru Medical College, Belagavi ",16,7,1,4.903167962533154,2
Manipal College of Dental Sciences ,16,7,1,-0.3201128745823158,2
Manipal Academy of Higher Education ,16,7,1,0.42607010214846563,2
"JSS Academy of Higher Education & Research, ",16,7,1,-0.15002046503653418,2
Yenepoya Dental College ,16,7,1,1.8065086091004112,2
"The Oxford College of Business Management, Bangalore ",16,7,1,-0.3335441681634699,2
Dayananda Sagar University ,16,7,1,-0.2842960916992383,2
Garden City University ,16,7,1,0.01193855006288194,2
Indian Institute of Science ,16,7,1,-0.3007121171873155,2
"KLE University, Belgaum ",16,7,1,-0.1671453643525056,2
"Yenepoya University, Mangalore ",16,7,1,-0.2081854280726986,2
Nitte University ,16,7,1,0.04365132657394015,2
"Srinivas University, Mangalore ",16,7,1,0.23206252819846246,2
Adichunchanagiri University ,16,7,1,-0.011006576471589589,2
"BLDE University, Bijapur ",16,7,1,-0.20072359830539077,2
M.S. Ramaiah University of Applied Sciences ,16,7,1,-0.06547793377293663,2
"Krupanidhi Group of Institutions, Bangalore ",16,7,1,0.05297861378307492,2
Osmania Medical College ,30,7,1,-0.3327979851867391,1
University of Hyderabad ,30,7,1,-0.0463943041430469,1
"SVS Medical College, Mahabub Nagar ",30,7,1,0.7608264400843124,1
"Dr VRK Women's Medical College, Hyderabad ",30,7,1,-0.2081854280726986,1
Bhaskar Medical College ,30,7,1,3.8771663695283296,1
Indian Institute of Public Health ,30,7,1,0.4074155277301961,1
