College_Name,State,Stream,Degree,Fee,cluster
Pandit Deendayal Petroleum University [PDPU] / (Energy ,11,3,1,0.5110665393408139,14
"Pandit Deendayal Petroleum University, School of Technology ",11,3,1,0.5110665393408139,14
Central Institute of plastics engineering & Technology- ,11,3,1,-0.18964235067529375,14
"CEPT University, Ahmedabad ",11,3,1,0.3060719172616335,14
Ganpat University ,11,3,1,-0.029373827958843586,14
"Indus University, Ahmedabad ",11,3,1,-0.07409992732157387,14
Navrachana University ,11,3,1,-0.007010778277478445,14
Indian Institute of Information Technology Vadodara ,11,3,1,0.23793915923240774,14
"Uka Tarsadia University, Bardoli ",11,3,1,-0.08155427721536225,14
"GSFC University, Vadodara ",11,3,1,0.020011240087504434,14
"Auro University, Surat ",11,3,1,0.019079446350780887,14
L.D. College of Engineering ,11,3,1,-0.42124900187529873,14
RK University ,11,3,1,-0.14677983878601059,14
Institute of Infrastructure Technology Research and Management ,11,3,1,-0.3234479312687952,14
Indian Institute of Information Technology ,11,3,1,0.11598599497002983,14
"C. U. Shah University, Wadhwan ",11,3,1,-0.14193451135504814,14
"P.P. Savani University, Surat ",11,3,1,-0.01632871564471392,14
Vishwakarma Government Engineering College ,11,3,1,-0.42631795980307485,14
Dharmsinh Desai University ,11,3,1,0.13462186970450077,14
Thapar Institute of Engineering and Technology ,26,3,1,0.7786777005278168,27
Indian Institute of Technology ,26,3,1,0.3873243311039269,27
Panjab University ,26,3,1,-0.0729817748375056,27
Punjab Engineering College University of Technology ,26,3,1,-0.07130454611140323,27
I.K. Gujral Punjab Technical University ,26,3,1,-0.10112194568655675,27
Dr BR Ambedkar National Institute of Technology ,26,3,1,2.0876615418770568,27
"University Institute of Engineering, Chandigarh University ",26,3,1,0.1644392692796543,27
Sant Longowal Institute of Engineering and Technology ,26,3,1,-0.13000755152498672,27
Chitkara University ,26,3,1,2.0503897924081147,27
Chandigarh Group of Colleges ,26,3,1,-0.08155427721536225,27
"RIMT University, Gobindgarh ",26,3,1,0.07125989560729955,27
National Institute of Technical Teachers Training and ,26,3,1,-0.2653189107970334,27
"Guru Kashi University, Bathinda ",26,3,1,-0.08647414814526258,27
"University Institute of Engineering and Technology -[UIET], ",26,3,1,-0.12554612311355437,27
"Rayat Bahra University, Mohali ",26,3,1,-0.05919122753399711,27
"DAV University, Jalandhar ",26,3,1,0.07498707055419374,27
"Plaksha, Mohali ",26,3,1,2.1398419911335753,27
Chandigarh Engineering College ,26,3,1,-0.08155427721536225,27
Sant Baba Bhag Singh University ,26,3,1,-0.12441678910464543,27
Chandigarh College of Engineering and Technology ,26,3,1,-0.19247500363493336,27
"Global Institute, Amritsar ",26,3,1,0.7533329108889363,27
"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",26,3,1,0.20394732371673271,27
Amritsar College of Engineering and Technology ,26,3,1,1.070232233573668,27
Guru Nanak Dev Engineering College ,26,3,1,-0.06407755388937539,27
Sri Guru Granth Sahib World University ,26,3,1,-0.044282527746420344,27
Baba Banda Singh Bahadur Engineering College ,26,3,1,-0.09646297700293902,27
Indian Institute of Technology ,34,3,1,-0.12601947433180993,78
Jadavpur University ,34,3,1,-0.42296350235087005,78
Indian Institute of Engineering Science and Technology ,34,3,1,-0.1710064759408228,78
National Institute of Technology ,34,3,1,0.12381306235850763,78
Institute of Engineering and Management ,34,3,1,0.1957475388335655,78
Heritage Institute of Technology ,34,3,1,0.0011890066056887735,78
Maulana Abul Kalam Azad University of Technology ,34,3,1,-0.2492771498256008,78
Narula Institute of Technology ,34,3,1,0.05187858588344976,78
Haldia Institute of Technology ,34,3,1,0.001748082847722902,78
"Amity University, Kolkata ",34,3,1,0.33961649178368125,78
"Techno India University, Kolkata ",34,3,1,-0.09944471696045436,78
"Adamas University, Kolkata ",34,3,1,0.21214710859989994,78
Sister Nivedita University ,34,3,1,0.1253039323372653,78
Asansol Engineering College ,34,3,1,0.06778616855679416,78
University of Engineering and Management ,34,3,1,0.16891187921592732,78
JIS College of Engineering ,34,3,1,0.05187858588344976,78
Kalyani Government Engineering College ,34,3,1,-0.3716962109563405,78
Indian Institute of Information Technology ,34,3,1,-0.3680994871325876,78
The Neotia University ,34,3,1,0.10480447012934727,78
Siliguri Institute of Technology ,34,3,1,1.0328710319060006,78
"University Institute of Technology, University Of Burdwan ",34,3,1,-0.16653386600454978,78
Jalpaiguri Government Engineering College ,34,3,1,-0.37645954053847125,78
"Techno India Salt Lake, Kolkata ",34,3,1,1.371298517083993,78
Bengal College of Engineering and Technology ,34,3,1,-0.04577339772517802,78
Dr. B.C. Roy Engineering College ,34,3,1,-0.02572119651088728,78
Bengal College of Engineering ,34,3,1,-0.0647819899543384,78
Seacom Skills University ,34,3,1,-0.12628037657809252,78
National Institute of Technology ,24,3,1,0.4085692283012238,100
Indian Institute of Technology ,24,3,1,0.4204067359325597,100
Institute of Technical Education and Research ,24,3,1,0.49988501450013134,100
"C. V. Raman Global University, Bhubaneswar ",24,3,1,0.011625096456992506,100
Veer Surendra Sai University of Technology ,24,3,1,-0.09169219307091445,100
Centurion University of Technology and Management ,24,3,1,-0.05919122753399711,100
International Institute of Information Technology ,24,3,1,0.3176261595970055,100
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",24,3,1,-0.30332118655556656,100
