College_Name,State,Stream,Degree,Fee
Sunder Deep Pharmacy College ,Delhi ncr,Pharmacy,UG,115000
Spectrum Institute of Pharmaceutical Sciences & Research ,Delhi ncr,Pharmacy,UG,80000
Ram Gopal College of Pharmacy ,Delhi ncr,Pharmacy,UG,65000
"Gurugram University, Gurgaon ",Delhi ncr,Pharmacy,UG,40000
"Monad University, Hapur ",Delhi ncr,Pharmacy,UG,71000
Sharda University ,Delhi ncr,Pharmacy,UG,110000
Galgotias University ,Delhi ncr,Pharmacy,UG,110000
"Amity University, Gurgaon ",Delhi ncr,Pharmacy,UG,170000
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Pharmacy,UG,56850
"Starex University, Gurgaon ",Delhi ncr,Pharmacy,UG,110000
SunRise University ,Delhi ncr,Pharmacy,UG,107200
"Shobhit University, Meerut ",Delhi ncr,Pharmacy,UG,122400
Modern Vidya Niketan ,Delhi ncr,Pharmacy,UG,95000
"Andhra University, College of Pharmaceutical Sciences, Visakhapatnam ",Andhra pradesh,Pharmacy,UG,329988
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Pharmacy,UG,36100
Acharya Nagarjuna University ,Andhra pradesh,Pharmacy,UG,11750
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Pharmacy,UG,11450
Sri Venkateswara College of Pharmacy ,Andhra pradesh,Pharmacy,UG,56300
Raghavendhra Institute of Pharmaceutical Education and Research ,Andhra pradesh,Pharmacy,UG,30200
K L University ,Andhra pradesh,Pharmacy,UG,185000
Bapatla College of Pharmacy ,Andhra pradesh,Pharmacy,UG,52000
Sri Venkateswara University ,Andhra pradesh,Pharmacy,UG,121780
"Vignan’s Foundation for Science, Technology, and Research, ",Andhra pradesh,Pharmacy,UG,150000
Shri Vishnu College of Pharmacy ,Andhra pradesh,Pharmacy,UG,80020
Jawaharlal Nehru Technological University ,Andhra pradesh,Pharmacy,UG,180000
Centurion University of Technology and Management ,Andhra pradesh,Pharmacy,UG,60000
Malineni Perumallu Educational Society's Group of Institutions ,Andhra pradesh,Pharmacy,UG,50200
AKRG College of Pharmacy ,Andhra pradesh,Pharmacy,UG,38200
"A.M.Reddy Memorial College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,UG,40000
ASN Pharmacy College ,Andhra pradesh,Pharmacy,UG,31000
"Balaji College of Pharmacy, Ananthapur ",Andhra pradesh,Pharmacy,UG,44100
Bellamkonda Institute of Technology and Sciences ,Andhra pradesh,Pharmacy,UG,240000
GITAM Institute of Pharmacy ,Andhra pradesh,Pharmacy,UG,132000
"Hindu College of Pharmacy, Guntur ",Andhra pradesh,Pharmacy,UG,60450
"K.G.R.L College of Pharmacy, Bhimavaram ",Andhra pradesh,Pharmacy,UG,45800
KVSR Siddhartha College of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,UG,90000
"MAM College of Pharmacy, Narasaraopet ",Andhra pradesh,Pharmacy,UG,50000
Narasaraopeta Institute of Pharmaceutical Sciences ,Andhra pradesh,Pharmacy,UG,48000
"Narayana Pharmacy College, Nellore ",Andhra pradesh,Pharmacy,UG,65000
Nimra College of Pharmacy ,Andhra pradesh,Pharmacy,UG,50200
"Pydah College of Pharmacy, Kakinada ",Andhra pradesh,Pharmacy,UG,35000
Manipal College of Pharmaceutical Sciences ,Karnataka,Pharmacy,UG,425000
"JSS Academy of Higher Education & Research, ",Karnataka,Pharmacy,UG,253250
"KLE University's College of Pharmacy, Belgaum ",Karnataka,Pharmacy,UG,127000
The Nitte Gulabi Shetty Memorial Institute of ,Karnataka,Pharmacy,UG,97000
Acharya & BM Reddy College of Pharmacy ,Karnataka,Pharmacy,UG,230175
Manipal Academy of Higher Education ,Karnataka,Pharmacy,UG,440000
KLE College of Pharmacy ,Karnataka,Pharmacy,UG,72500
KS Hegde Medical Academy ,Karnataka,Pharmacy,UG,183000
"SJM College of Pharmacy, Chitradurga ",Karnataka,Pharmacy,UG,120000
"St John's Pharmacy College, Bangalore ",Karnataka,Pharmacy,UG,96000
Farooqia College of Pharmacy ,Karnataka,Pharmacy,UG,140000
"HKE Society's College of Pharmacy, Gulbarga ",Karnataka,Pharmacy,UG,75000
Krupanidhi College of Pharmacy ,Karnataka,Pharmacy,UG,103500
"RRK Samithi College of Pharmacy, Bidar ",Karnataka,Pharmacy,UG,485000
PES University ,Karnataka,Pharmacy,UG,200000
T John Institute of Management and Science ,Karnataka,Pharmacy,UG,160000
Dayananda Sagar University ,Karnataka,Pharmacy,UG,188950
"KLE University, Belgaum ",Karnataka,Pharmacy,UG,97500
"Yenepoya University, Mangalore ",Karnataka,Pharmacy,UG,59000
Nitte University ,Karnataka,Pharmacy,UG,274500
Adichunchanagiri University ,Karnataka,Pharmacy,UG,21430
"BLDE University, Bijapur ",Karnataka,Pharmacy,UG,101500
M.S. Ramaiah University of Applied Sciences ,Karnataka,Pharmacy,UG,338250
"Krupanidhi Group of Institutions, Bangalore ",Karnataka,Pharmacy,UG,207000
Dayananda Sagar Institutions ,Karnataka,Pharmacy,UG,96000
National Institute of Pharmaceutical Education and Research ,Telangana,Pharmacy,UG,112500
"Sultan Ul Uloom College of Pharmacy, Hyderabad ",Telangana,Pharmacy,UG,110000
Jawaharlal Nehru Technological University ,Telangana,Pharmacy,UG,20000
Narsee Monjee Institute of Management Studies ,Telangana,Pharmacy,UG,202000
Deccan School of Pharmacy ,Telangana,Pharmacy,UG,54000
Kakatiya University ,Telangana,Pharmacy,UG,14300
"Shadan Women's College of Pharmacy, Hyderabad ",Telangana,Pharmacy,UG,32000
"St. Peter's Institute of Pharmaceutical Sciences -[SPIPS], ",Telangana,Pharmacy,UG,52000
"Sri Venkateshwara College of Pharmacy, Hyderabad ",Telangana,Pharmacy,UG,55000
"Anurag University, Hyderabad ",Telangana,Pharmacy,UG,85500
Birla Institute of Technology and Science ,Telangana,Pharmacy,UG,423475
"Scient Institute of Technology, Ibrahimpatnam, Hyderabad ",Telangana,Pharmacy,UG,61500
Guru Nanak Institutions Technical Campus ,Telangana,Pharmacy,UG,91500
"CMR Group of Institutions, Hyderabad ",Telangana,Pharmacy,UG,100000
"St. Mary’s Group of Institutions, Hyderabad ",Telangana,Pharmacy,UG,1000
Sana Engineering College ,Telangana,Pharmacy,UG,120000
Nalla Narasimha Reddy Education Society's Group of ,Telangana,Pharmacy,UG,80500
"Aurora Group of Institutions, Hyderabad ",Telangana,Pharmacy,UG,35000
"Avanthi Educational Society, Hyderabad ",Telangana,Pharmacy,UG,47000
Institute of Science and Technology ,Telangana,Pharmacy,UG,96000
"University College of Technology, Osmania University, Hyderabad ",Telangana,Pharmacy,UG,100405
"SVS Group of Institutions, Warangal ",Telangana,Pharmacy,UG,45500
Madhira Institute of Technology & Science ,Telangana,Pharmacy,UG,70000
"Mohammadiya Educational Society, Khammam ",Telangana,Pharmacy,UG,35000
"Devi Ahilya Vishwavidyalaya, Indore ",Madhya pradesh,Pharmacy,UG,73600
B.R. Nahata College of Pharmacy ,Madhya pradesh,Pharmacy,UG,77050
"Amity University, Gwalior ",Madhya pradesh,Pharmacy,UG,94000
Barkatullah University ,Madhya pradesh,Pharmacy,UG,56550
Indira Gandhi National Tribal University ,Madhya pradesh,Pharmacy,UG,100000
LNCT University ,Madhya pradesh,Pharmacy,UG,30000
Sardar Patel University ,Madhya pradesh,Pharmacy,UG,116000
Oriental University ,Madhya pradesh,Pharmacy,UG,55000
Shri Krishna University ,Madhya pradesh,Pharmacy,UG,154500
AKS University ,Madhya pradesh,Pharmacy,UG,60000
"Medi-Caps University, Indore ",Madhya pradesh,Pharmacy,UG,95000
"People's University, Bhopal ",Madhya pradesh,Pharmacy,UG,100000
"Swami Vivekanand University, Sagar ",Madhya pradesh,Pharmacy,UG,32600
"Acropolis Group of Institutions, Indore ",Madhya pradesh,Pharmacy,UG,68000
Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Pharmacy,UG,120300
Bhabha University ,Madhya pradesh,Pharmacy,UG,50000
Shivajirao Kadam Institute of Technology & Management ,Madhya pradesh,Pharmacy,UG,75000
Sarvepalli Radhakrishnan University ,Madhya pradesh,Pharmacy,UG,60000
"Malwanchal University, Indore ",Madhya pradesh,Pharmacy,UG,65000
Madhyanchal Professional University ,Madhya pradesh,Pharmacy,UG,70000
"IES University, Bhopal ",Madhya pradesh,Pharmacy,UG,65000
Vikrant Group of Institutions ,Madhya pradesh,Pharmacy,UG,40000
"Chameli Devi Group of Institution, Indore ",Madhya pradesh,Pharmacy,UG,72000
"VISM Group of Studies, Gwalior ",Madhya pradesh,Pharmacy,UG,55000
P.K. University ,Madhya pradesh,Pharmacy,UG,65400
"Swami Vivekanand Group of Institutions, Indore ",Madhya pradesh,Pharmacy,UG,140000
"IPS Group of Colleges, Gwalior ",Madhya pradesh,Pharmacy,UG,55000
"Al Shifa College of Pharmacy, Perinthalmanna ",Kerala,Pharmacy,UG,136105
St. Joseph's College of Pharmacy ,Kerala,Pharmacy,UG,136105
"Devaki Amma's Guruvayurappan College of Architecture Chelambra, ",Kerala,Pharmacy,UG,85000
"Amala Ayurvedic Hospital and Research Centre, Thrissur ",Kerala,Pharmacy,UG,3500
"Amrita School of Pharmacy, Kochi ",Kerala,Pharmacy,UG,152700
Chemists College of Pharmaceutical Sciences and Research ,Kerala,Pharmacy,UG,98000
The Dale View College of Pharmacy and ,Kerala,Pharmacy,UG,517000
"Devaki Amma Memorial College of Pharmacy, Malappuram ",Kerala,Pharmacy,UG,136105
Ezhuthachan College of Pharmaceutical Sciences ,Kerala,Pharmacy,UG,19500
"Grace College of Pharmacy, Palakkad ",Kerala,Pharmacy,UG,125000
"Jamia Salafiya Pharmacy College, Malappuram ",Kerala,Pharmacy,UG,98000
"JDT Islam College of Pharmacy, Calicut ",Kerala,Pharmacy,UG,136105
KTN College of pharmacy ,Kerala,Pharmacy,UG,98000
"KVM College of Pharmacy, Cherthala ",Kerala,Pharmacy,UG,136105
"Lisie College of Pharmacy, Cochin ",Kerala,Pharmacy,UG,136105
"Mar Dioscorus College of Pharmacy Sreekariyam, Thiruvananthapuram ",Kerala,Pharmacy,UG,136105
National College of Pharmacy ,Kerala,Pharmacy,UG,450000
Nehru College of Pharmacy ,Kerala,Pharmacy,UG,150000
Nirmala College of Pharmacy ,Kerala,Pharmacy,UG,136000
"Pushpagiri College of Pharmacy Perumthuruthy, Tiruvalla ",Kerala,Pharmacy,UG,136105
Sreekrishna College of Pharmacy and Research Centre ,Kerala,Pharmacy,UG,135605
"Government Medical College, Kottayam ",Kerala,Pharmacy,UG,22070
"Government Medical College, Kozhikode ",Kerala,Pharmacy,UG,22070
"Karuna Medical College, Chittur ",Kerala,Pharmacy,UG,110000
T.D. Medical College ,Kerala,Pharmacy,UG,22070
"Amrita Vishwa Vidyapeetham Kochi Campus, Kochi ",Kerala,Pharmacy,UG,152700
Kerala University of Health Sciences ,Kerala,Pharmacy,UG,110000
"Vaidyaratnam P.S. Varier Ayurveda College, Malappuram ",Kerala,Pharmacy,UG,4260
Birla Institute of Technology and Science ,Rajasthan,Pharmacy,UG,445475
"Banasthali Vidyapith, Jaipur ",Rajasthan,Pharmacy,UG,161500
